"","title","domestic","budget","averageRating","numVotes","year","mpaa","A_power","HolidaySeason","producer_power","director_power","distributor_power","genre_power","domestic_cut","budget_cut","numVotes_cut","averageRating_round"
"611","Bounce",36805288,3.5e+07,5.7,20580,2000,"PG-13",2,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",6
"612","Down to You",20069008,1.1e+07,5,14923,2000,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","low","low",5
"613","Gone in 60 Seconds",101648571,9e+07,6.5,269168,2000,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",6
"614","The Patriot",113330342,1.1e+08,7.2,263911,2000,"R",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"615","Blade II",82348319,5.4e+07,6.7,208740,2002,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","high",7
"616","Price of Glory",3440228,1.8e+07,6.3,860,2000,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","low","low",6
"617","Godzilla 2000",10037390,1.3e+07,6.1,8172,1999,"PG",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","low","low",6
"618","Just Visiting",4781539,3.5e+07,5.8,18876,2001,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",6
"619","The Big Kahuna",3165544,7e+06,6.6,14338,1999,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"low","low","low",7
"620","The Whole Nine Yards",57262492,41300000,6.7,117059,2000,NA,1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",7
"621","Crouching Tiger, Hidden Dragon",128078872,1.7e+07,7.8,261654,2000,"PG-13",0,TRUE,FALSE,FALSE,FALSE,TRUE,"high","low","high",8
"622","Dungeons & Dragons",15391970,4.5e+07,3.7,32955,2000,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",4
"623","Pokémon: The First Movie - Mewtwo Strikes Back",85744662,3e+07,6.3,41845,1998,NA,0,TRUE,FALSE,FALSE,TRUE,TRUE,"high","medium","medium",6
"624","Vertical Limit",69243859,7.5e+07,5.9,60448,2000,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",6
"625","The Fighting Temptations",30250745,3e+07,5.6,7040,2003,"PG-13",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","medium","low",6
"626","The Replacements",44737059,5e+07,6.6,61375,2000,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",7
"627","28 Days",37170488,4.3e+07,6.1,47587,2000,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"628","Get Over It",11576464,2.2e+07,5.8,18585,2001,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",6
"629","Head Over Heels",10424470,1.4e+07,5.5,14364,2001,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","low","low",6
"630","The Little Vampire",13572400,3.5e+07,5.8,10279,2000,"PG",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",6
"631","The Skulls",35046120,3.5e+07,5.6,31837,2000,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",6
"632","Urban Legends: Final Cut",21468807,1.4e+07,4.3,17088,2000,"R",0,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","low","low",4
"633","Saving Grace",12178602,1e+07,6.9,18187,2000,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","low",7
"634","Erin Brockovich",125595205,5.2e+07,7.4,187583,2000,"R",1,FALSE,FALSE,FALSE,TRUE,FALSE,"high","medium","medium",7
"635","Final Destination",53331147,2.3e+07,6.7,242266,2000,"R",0,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","medium","high",7
"636","Here on Earth",10522168,1.5e+07,5.2,8537,2000,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","low","low",5
"637","Next Friday",57328603,1.1e+07,6.2,38924,2000,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","low","medium",6
"638","Small Time Crooks",17266359,2.5e+07,6.7,38160,2000,"PG",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","medium","medium",7
"639","Zoolander",45172250,2.8e+07,6.5,255150,2001,"PG-13",2,FALSE,FALSE,TRUE,FALSE,TRUE,"medium","medium","high",6
"640","Play It to the Bone",8434146,2.4e+07,5.5,11840,1999,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",6
"641","Where the Heart Is",33772838,1.5e+07,6.8,33266,2000,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","low","low",7
"642","The Crew",13023075,3.8e+07,5.6,5922,2000,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",6
"643","Monsters, Inc.",289916256,1.15e+08,8.1,856037,2001,"G",0,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",8
"644","3 Strikes",9832166,3400000,4.9,3442,2000,NA,0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","low",5
"645","Love & Basketball",27459615,2e+07,7.2,20295,2000,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",7
"646","Red Planet",17480890,8e+07,5.7,56886,2000,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"low","high","medium",6
"647","Bats",10155690,5250000,4,10328,1999,"PG-13",0,FALSE,FALSE,FALSE,FALSE,FALSE,"low","low","low",4
"648","Coyote Ugly",60786269,4.5e+07,5.7,111174,2000,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"649","Whatever It Takes",8745680,3.2e+07,5.5,10609,2000,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",6
"650","Rock Star",17008282,5.7e+07,6.3,42401,2001,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","medium",6
"651","The Way of the Gun",6055661,8500000,6.7,32889,2000,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","low",7
"652","Moulin Rouge!",57386607,5e+07,7.6,274841,2001,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","high",8
"653","Men of Honor",48818921,3.2e+07,7.2,112891,2000,"R",1,TRUE,FALSE,FALSE,TRUE,FALSE,"medium","medium","medium",7
"654","The Omega Code",12614346,8e+06,3.6,5281,1999,"PG-13",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","low",4
"655","One Night at McCool's",6290673,1.8e+07,6.1,30334,2001,"R",0,TRUE,FALSE,FALSE,FALSE,TRUE,"low","low","low",6
"656","Boys and Girls",21799652,3.5e+07,5.4,16540,2000,"PG-13",0,TRUE,FALSE,FALSE,FALSE,TRUE,"medium","medium","low",5
"657","Exorcist: The Beginning",41821986,8e+07,5.1,36227,2004,"R",0,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","high","low",5
"658","The Watcher",28946615,3e+07,5.3,26673,2000,"R",1,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","medium","low",5
"659","Bring It On",68379000,1.1e+07,6.1,92446,2000,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","low","medium",6
"660","Deuce Bigalow: Male Gigolo",65538755,1.7e+07,5.7,73371,1999,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","low","medium",6
"661","Dr. T & the Women",13113041,2.3e+07,4.6,19407,2000,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","medium","low",5
"662","Joy Ride",21974919,2.3e+07,6.6,67132,2001,"R",1,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","medium","medium",7
"663","Woman on Top",5020111,8e+06,5.3,10339,2000,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","low",5
"664","Children of Men",35552383,7.6e+07,7.9,481732,2006,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","high","high",8
"665","What Women Want",182811707,7e+07,6.4,201283,2000,"PG-13",1,TRUE,FALSE,FALSE,FALSE,TRUE,"high","high","medium",6
"666","Big Momma's House",117559438,3e+07,5.2,83556,2000,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"high","medium","medium",5
"667","The Contender",17872723,2e+07,6.9,23667,2000,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","medium","low",7
"668","Get Carter",14967182,63600000,5.2,33858,2000,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",5
"669","Memento",25544867,9e+06,8.4,1175885,2000,"R",0,FALSE,FALSE,FALSE,FALSE,FALSE,"medium","low","high",8
"670","The Mummy Returns",202019785,9.8e+07,6.4,312409,2001,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","high",6
"671","The Wedding Planner",60400856,3.5e+07,5.3,79116,2001,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",5
"672","The Cell",61334059,3.3e+07,6.4,99969,2000,"R",0,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","medium","medium",6
"673","Pokémon the Movie 2000",43758684,3e+07,6.1,21670,1999,NA,0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",6
"674","Beautiful",3157348,1.4e+07,5.6,3974,2000,"PG-13",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","low",6
"675","Center Stage",17200925,2.9e+07,6.7,21096,2000,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",7
"676","Remember the Titans",115654751,3e+07,7.8,206051,2000,"PG",1,FALSE,FALSE,FALSE,TRUE,FALSE,"high","medium","high",8
"677","102 Dalmatians",66957026,8.5e+07,4.9,36588,2000,NA,0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",5
"678","Jason X",13121555,1.1e+07,4.4,54219,2001,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"low","low","medium",4
"679","Amélie",33225499,1e+07,8.3,728277,2001,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","low","high",8
"680","Awake",14377198,8600000,6.5,74513,2007,"R",0,TRUE,FALSE,FALSE,FALSE,FALSE,"low","low","medium",6
"681","Bait",15325127,5.1e+07,5.8,12345,2000,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",6
"682","Meet the Parents",166244045,5.5e+07,7,321994,2000,"PG-13",2,FALSE,TRUE,FALSE,TRUE,TRUE,"high","medium","high",7
"683","Miss Congeniality",106807667,4.5e+07,6.3,198181,2000,"PG-13",1,TRUE,TRUE,FALSE,TRUE,TRUE,"high","medium","medium",6
"684","2046",1444588,1.2e+07,7.4,55478,2004,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","medium",7
"685","A.I. Artificial Intelligence",78616689,1e+08,7.2,299373,2001,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","high",7
"686","Hannibal",165092268,8.7e+07,6.8,264767,2001,"R",1,FALSE,FALSE,FALSE,FALSE,FALSE,"high","high","high",7
"687","Pearl Harbor",198542554,1.4e+08,6.2,321678,2001,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","high",6
"688","Rugrats in Paris: The Movie",76507756,3e+07,6.2,12067,2000,NA,0,TRUE,FALSE,FALSE,FALSE,TRUE,"medium","medium","low",6
"689","The Ladies Man",13616610,2.4e+07,5.2,12991,2000,NA,0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","medium","low",5
"690","Road Trip",68540777,1.6e+07,6.4,164015,2000,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","low","medium",6
"691","Enemy at the Gates",51401758,6.8e+07,7.6,252593,2001,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","medium","high",8
"692","The 6th Day",34604280,8.2e+07,5.9,119396,2000,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",6
"693","Turn It Up",1247949,1.3e+07,4.2,1259,2000,NA,1,FALSE,FALSE,FALSE,TRUE,TRUE,"low","low","low",4
"694","Gangs of New York",77812000,1e+08,7.5,422716,2002,"R",2,TRUE,FALSE,FALSE,TRUE,FALSE,"medium","high","high",8
"695","Loser",15618626,2e+07,5.3,28551,2000,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",5
"696","Ready to Rumble",12394327,2.4e+07,5.4,14069,2000,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",5
"697","Unbreakable",95011339,7.5e+07,7.3,402860,2000,"PG-13",2,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"698","Soul Survivors",3111545,1.7e+07,3.9,8883,2001,"PG-13",0,FALSE,FALSE,FALSE,FALSE,FALSE,"low","low","low",4
"699","Best in Show",18715392,1e+07,7.5,59554,2000,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","low","medium",8
"700","Original Sin",16534221,4.2e+07,6.1,55539,2001,"R",0,TRUE,FALSE,FALSE,FALSE,TRUE,"low","medium","medium",6
"701","The Family Man",75793305,6e+07,6.8,106808,2000,"PG-13",2,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",7
"702","Dracula 2000",33022767,5.4e+07,4.9,33222,2000,NA,0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",5
"703","The Kid",69691949,6.5e+07,6.1,41461,2000,"PG",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"704","Lucky Numbers",10042516,6.3e+07,5,10288,2000,"R",1,FALSE,FALSE,FALSE,FALSE,TRUE,"low","medium","low",5
"705","Bandits",41575141,7.5e+07,6.5,67132,2001,"PG-13",1,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","high","medium",6
"706","The Tigger Movie",45554533,3e+07,6.4,18255,2000,NA,0,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","medium","low",6
"707","Halloween: Resurrection",30354442,1.3e+07,4,41517,2002,"R",0,TRUE,FALSE,FALSE,FALSE,FALSE,"medium","low","medium",4
"708","Blow",52990775,5.3e+07,7.6,249274,2001,"R",1,TRUE,FALSE,FALSE,TRUE,FALSE,"medium","medium","high",8
"709","The Glass House",18150259,3e+07,5.8,35583,2001,"PG-13",0,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","medium","low",6
"710","Pay It Forward",33519628,4e+07,7.2,116892,2000,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",7
"711","Angel Eyes",24174218,5.3e+07,5.7,23482,2001,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",6
"712","The Score",71107711,6.8e+07,6.8,125338,2001,"R",1,TRUE,FALSE,FALSE,FALSE,FALSE,"medium","medium","medium",7
"713","Spy Kids",112719001,3.5e+07,5.5,113295,2001,"PG",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","medium","medium",6
"714","Formula 51",5204007,2.7e+07,6.3,48714,2001,"R",1,TRUE,FALSE,FALSE,FALSE,TRUE,"low","medium","medium",6
"715","Ghosts of Mars",8709640,2.8e+07,4.9,53208,2001,"R",1,FALSE,FALSE,FALSE,FALSE,TRUE,"low","medium","medium",5
"716","Proof of Life",32598931,6.5e+07,6.3,56352,2000,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"717","Book of Shadows: Blair Witch 2",26437094,1.5e+07,4,37240,2000,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","low","medium",4
"718","Atlantis: The Lost Empire",84056472,1.2e+08,6.9,112029,2001,"PG",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",7
"719","Bedazzled",37886980,4.8e+07,6,100844,2000,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"720","The Others",96522687,1.7e+07,7.6,352792,2001,"PG-13",0,FALSE,FALSE,FALSE,TRUE,FALSE,"high","low","high",8
"721","Down to Earth",64186502,4.9e+07,5.5,23481,2001,"PG-13",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","medium","low",6
"722","The Fast and the Furious",144533925,3.8e+07,6.8,369647,2001,"PG-13",3,TRUE,FALSE,FALSE,TRUE,TRUE,"high","medium","high",7
"723","3000 Miles to Graceland",15749959,6.2e+07,6,45568,2001,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","medium",6
"724","Collateral Damage",40077257,8.5e+07,5.5,73824,2002,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",6
"725","The Matrix Reloaded",281576461,1.5e+08,7.2,547129,2003,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"726","Novocaine",2036682,8e+06,5.8,10994,2001,"R",0,TRUE,FALSE,FALSE,FALSE,TRUE,"low","low","low",6
"727","Summer Catch",19753553,3.4e+07,5.1,15720,2001,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",5
"728","Pokémon 3 the Movie: Spell of the Unown",17052128,1.6e+07,5.9,13691,2000,"G",0,TRUE,FALSE,FALSE,TRUE,TRUE,"low","low","low",6
"729","Josie and the Pussycats",14271015,3.9e+07,5.5,22740,2001,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",6
"730","The Original Kings of Comedy",38182790,1.3e+07,6.8,5714,2000,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","low","low",7
"731","The Mexican",66845033,5.7e+07,6.1,106475,2001,"R",2,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","medium","medium",6
"732","The Tailor of Panama",13729742,2.1e+07,6.2,28935,2001,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",6
"733","Brotherhood of the Wolf",11260096,2.9e+07,7,64924,2001,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","medium",7
"734","The Pledge",19733089,3.5e+07,6.8,56350,2001,"R",0,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","medium","medium",7
"735","Captain Corelli's Mandolin",25543895,5.7e+07,5.9,33842,2001,"R",2,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",6
"736","Queen of the Damned",30336800,3.5e+07,5.3,54541,2002,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",5
"737","Cats & Dogs",93385515,6e+07,5.1,58392,2001,"PG",0,TRUE,FALSE,FALSE,TRUE,TRUE,"high","medium","medium",5
"738","Saving Silverman",19402030,2.2e+07,5.9,39994,2001,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"739","Say It Isn't So",5520393,2.5e+07,5,13060,2001,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",5
"740","Dr. Dolittle 2",112952899,7e+07,4.7,44411,2001,"PG",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",5
"741","Kung Pow: Enter the Fist",16037962,1e+07,6.2,45168,2002,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","low","medium",6
"742","The Four Feathers",18306166,3.5e+07,6.5,33579,2002,"PG-13",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","medium","low",6
"743","Freddy Got Fingered",14254993,1.4e+07,4.6,47684,2001,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"low","low","medium",5
"744","Ocean's Eleven",183417150,8.5e+07,7.7,542498,2001,"PG-13",4,TRUE,FALSE,FALSE,TRUE,FALSE,"high","high","high",8
"745","Slackers",5285941,1.4e+07,5.4,14352,2002,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","low","low",5
"746","Vanity Fair",16136476,2.3e+07,6.2,22045,2004,"PG-13",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","medium","low",6
"747","Chocolat",71509363,2.5e+07,7.2,184855,2000,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",7
"748","Harry Potter and the Sorcerer's Stone",318087620,1.25e+08,7.6,706154,2001,"PG",2,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",8
"749","The New Guy",29760152,1.3e+07,5.9,34757,2002,"PG-13",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","low","low",6
"750","Dude, Where's My Car?",46729800,1.3e+07,5.5,137474,2000,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","low","medium",6
"751","Exit Wounds",51758599,5e+07,5.6,34495,2001,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",6
"752","The Matrix Revolutions",139313948,1.5e+08,6.8,472393,2003,"R",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"753","Valentine",20384136,2.9e+07,4.9,27283,2001,"R",0,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","medium","low",5
"754","Bridget Jones's Diary",71543427,2.5e+07,6.7,235243,2001,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","high",7
"755","Stuart Little 2",64956806,1.2e+08,5.5,52599,2002,"PG",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",6
"756","Italian for Beginners",4544753,1e+06,7.1,13189,2000,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"low","low","low",7
"757","Swordfish",69772969,1.02e+08,6.5,182390,2001,"R",3,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",6
"758","Someone Like You",27343067,2.3e+07,6.1,25699,2001,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",6
"759","The Forsaken",7288451,1.5e+07,5.3,8642,2001,"R",0,TRUE,FALSE,FALSE,FALSE,TRUE,"low","low","low",5
"760","Windtalkers",40914068,1.15e+08,6.1,67613,2002,"R",1,TRUE,FALSE,FALSE,FALSE,TRUE,"medium","high","medium",6
"761","Thir13en Ghosts",41867960,4.2e+07,5.6,84558,2001,"R",0,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","medium","medium",6
"762","Joe Dirt",27087695,17700000,6,54696,2001,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","low","medium",6
"763","Bulletproof Monk",23358708,5.2e+07,5.5,49857,2003,"PG-13",0,TRUE,FALSE,FALSE,FALSE,TRUE,"medium","medium","medium",6
"764","The Count of Monte Cristo",54234062,3.5e+07,7.7,133717,2002,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",8
"765","Kingdom Come",23249649,7e+06,5.6,2167,2001,"PG",0,TRUE,FALSE,FALSE,FALSE,TRUE,"medium","low","low",6
"766","Die Another Day",160942139,1.42e+08,6.1,213205,2002,"PG-13",0,TRUE,FALSE,FALSE,FALSE,TRUE,"high","high","high",6
"767","Big Trouble",7267307,4e+07,6.5,20382,2002,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",6
"768","The Musketeer",27073640,4e+07,4.8,14413,2001,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",5
"769","Donnie Darko",1478493,6e+06,8,767868,2001,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","high",8
"770","Rollerball",18990798,7e+07,3.1,27768,2002,"PG-13",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","high","low",3
"771","Tomcats",13558739,1.1e+07,5.4,18150,2001,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","low",5
"772","In the Bedroom",35930604,1700000,7.4,39653,2001,"R",0,TRUE,FALSE,FALSE,TRUE,FALSE,"medium","low","medium",7
"773","The Princess Diaries",108248956,2.6e+07,6.4,136304,2001,"G",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","medium","medium",6
"774","Super Troopers",18492362,3e+06,7.1,100881,2001,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","low","medium",7
"775","Kabhi Khushi Kabhie Gham...",2902000,7500000,7.4,47505,2001,NA,0,TRUE,FALSE,FALSE,FALSE,TRUE,"low","low","medium",7
"776","Ali",58203105,1.07e+08,6.8,96604,2001,"R",1,TRUE,FALSE,FALSE,TRUE,FALSE,"medium","high","medium",7
"777","Billy Elliot",21995263,5e+06,7.7,131058,2000,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","low","medium",8
"778","Domestic Disturbance",45246095,7.5e+07,5.6,26922,2001,"PG-13",1,TRUE,FALSE,FALSE,FALSE,FALSE,"medium","high","low",6
"779","Crazy/Beautiful",16937988,1.3e+07,6.4,24448,2001,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"low","low","low",6
"780","The Brothers",27457409,6e+06,6.4,4606,2001,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","low","low",6
"781","The Deep End",8823109,3e+06,6.6,11436,2001,"R",0,FALSE,FALSE,FALSE,FALSE,FALSE,"low","low","low",7
"782","Legally Blonde",96520674,1.8e+07,6.4,201857,2001,NA,0,TRUE,FALSE,FALSE,FALSE,TRUE,"high","low","medium",6
"783","See Spot Run",33357476,3.5e+07,5.4,9118,2001,"PG",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",5
"784","Unfaithful",52775765,5e+07,6.7,85209,2002,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",7
"785","Evolution",38345494,8e+07,6.1,125530,2001,"PG-13",0,TRUE,FALSE,FALSE,FALSE,TRUE,"medium","high","medium",6
"786","Hart's War",19077641,7e+07,6.3,52209,2002,"R",1,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","high","medium",6
"787","John Q",71756802,3.6e+07,7.1,129203,2002,"PG-13",1,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","medium","medium",7
"788","House of 1000 Corpses",12634962,7e+06,6.1,82621,2003,"R",0,TRUE,FALSE,FALSE,TRUE,FALSE,"low","low","medium",6
"789","Maid in Manhattan",94011225,5.5e+07,5.3,87085,2002,"PG-13",1,TRUE,FALSE,FALSE,FALSE,TRUE,"high","medium","medium",5
"790","Hearts in Atlantis",24185781,3.1e+07,6.9,38162,2001,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",7
"791","Heist",23510841,3.9e+07,6.5,35091,2001,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",6
"792","American Pie 2",145103595,3e+07,6.4,247919,2001,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","medium","high",6
"793","The Pianist",32572577,3.5e+07,8.5,776688,2002,"R",0,FALSE,FALSE,FALSE,FALSE,FALSE,"medium","medium","high",8
"794","Reign of Fire",43061982,6e+07,6.2,131687,2002,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"795","Star Trek: Nemesis",43254409,6e+07,6.4,76901,2002,"PG-13",0,TRUE,FALSE,FALSE,FALSE,TRUE,"medium","medium","medium",6
"796","Out Cold",13906394,2.4e+07,6.3,17263,2001,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",6
"797","The Sweetest Thing",24718164,4.3e+07,5.2,57550,2002,"R",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",5
"798","The Animal",57743062,4.7e+07,4.8,59026,2001,"PG-13",0,TRUE,FALSE,FALSE,FALSE,TRUE,"medium","medium","medium",5
"799","Baby Boy",28734552,1.6e+07,6.4,14083,2001,"R",0,TRUE,FALSE,FALSE,TRUE,FALSE,"medium","low","low",6
